study_id,title,doi,journal,year,country,species_english,species_latin,fish_family,sex,age,exposure_id,assay_id,pharmaceutical,pharmaceutical_class,dosage,dosage_unit,duration,duration_unit,immune_trait,immune_category_high,orientation,data_source,control_mean,control_sd,control_se,control_n,treatment_mean,treatment_sd,treatment_se,treatment_n
2389_ogueji_2018,"Acute toxicity effects of ibuprofen on behaviour and haematological parameters of African catfish Clarias gariepinus (Burchell, 1822)",10.2989/16085914.2018.1465393,African Journal of Aquatic Science,2018,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2389_ogueji_2018_exp03,2389_ogueji_2018_exp03_assay02,ibuprofen,anti-inflammatory,0.38,mg/l,96,hours,neutrophil count,WBC,1,2389_ogueji_2018_fig3a.jpg,2.02E+01,1.24E+00,7.14E-01,3,1.69E+01,4.12E-01,2.38E-01,3
2389_ogueji_2018,"Acute toxicity effects of ibuprofen on behaviour and haematological parameters of African catfish Clarias gariepinus (Burchell, 1822)",10.2989/16085914.2018.1465393,African Journal of Aquatic Science,2018,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2389_ogueji_2018_exp04,2389_ogueji_2018_exp04_assay02,ibuprofen,anti-inflammatory,0.43,mg/l,96,hours,neutrophil count,WBC,1,2389_ogueji_2018_fig3a.jpg,2.02E+01,1.24E+00,7.14E-01,3,1.60E+01,8.25E-01,4.76E-01,3
2389_ogueji_2018,"Acute toxicity effects of ibuprofen on behaviour and haematological parameters of African catfish Clarias gariepinus (Burchell, 1822)",10.2989/16085914.2018.1465393,African Journal of Aquatic Science,2018,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2389_ogueji_2018_exp05,2389_ogueji_2018_exp05_assay02,ibuprofen,anti-inflammatory,0.48,mg/l,96,hours,neutrophil count,WBC,1,2389_ogueji_2018_fig3a.jpg,2.02E+01,1.24E+00,7.14E-01,3,1.26E+01,1.24E+00,7.14E-01,3
2389_ogueji_2018,"Acute toxicity effects of ibuprofen on behaviour and haematological parameters of African catfish Clarias gariepinus (Burchell, 1822)",10.2989/16085914.2018.1465393,African Journal of Aquatic Science,2018,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2389_ogueji_2018_exp01,2389_ogueji_2018_exp01_assay03,ibuprofen,anti-inflammatory,0.28,mg/l,96,hours,mean lymphocyte count,WBC,1,2389_ogueji_2018_fig3b.jpg,7.14E+01,1.65E+00,9.52E-01,3,7.14E+01,3.30E+00,1.90E+00,3
2389_ogueji_2018,"Acute toxicity effects of ibuprofen on behaviour and haematological parameters of African catfish Clarias gariepinus (Burchell, 1822)",10.2989/16085914.2018.1465393,African Journal of Aquatic Science,2018,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2389_ogueji_2018_exp02,2389_ogueji_2018_exp02_assay03,ibuprofen,anti-inflammatory,0.33,mg/l,96,hours,mean lymphocyte count,WBC,1,2389_ogueji_2018_fig3b.jpg,7.14E+01,1.65E+00,9.52E-01,3,7.33E+01,6.60E+00,3.81E+00,3
2389_ogueji_2018,"Acute toxicity effects of ibuprofen on behaviour and haematological parameters of African catfish Clarias gariepinus (Burchell, 1822)",10.2989/16085914.2018.1465393,African Journal of Aquatic Science,2018,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2389_ogueji_2018_exp03,2389_ogueji_2018_exp03_assay03,ibuprofen,anti-inflammatory,0.38,mg/l,96,hours,mean lymphocyte count,WBC,1,2389_ogueji_2018_fig3b.jpg,7.14E+01,1.65E+00,9.52E-01,3,8.00E+01,6.60E+00,3.81E+00,3
2389_ogueji_2018,"Acute toxicity effects of ibuprofen on behaviour and haematological parameters of African catfish Clarias gariepinus (Burchell, 1822)",10.2989/16085914.2018.1465393,African Journal of Aquatic Science,2018,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2389_ogueji_2018_exp04,2389_ogueji_2018_exp04_assay03,ibuprofen,anti-inflammatory,0.43,mg/l,96,hours,mean lymphocyte count,WBC,1,2389_ogueji_2018_fig3b.jpg,7.14E+01,1.65E+00,9.52E-01,3,8.76E+01,6.60E+00,3.81E+00,3
2389_ogueji_2018,"Acute toxicity effects of ibuprofen on behaviour and haematological parameters of African catfish Clarias gariepinus (Burchell, 1822)",10.2989/16085914.2018.1465393,African Journal of Aquatic Science,2018,nigeria,african catfish,Clarias gariepinus,Clariidae,not reported,juvenile,2389_ogueji_2018_exp05,2389_ogueji_2018_exp05_assay03,ibuprofen,anti-inflammatory,0.48,mg/l,96,hours,mean lymphocyte count,WBC,1,2389_ogueji_2018_fig3b.jpg,7.14E+01,1.65E+00,9.52E-01,3,9.43E+01,6.60E+00,3.81E+00,3
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp01,2636_qiu_2022_exp01_assay01,chlortetracycline,antibiotic,0.01,ug/l,150,days,macrophages f1,WBC,1,2636_qiu_2022_fig2a.jpg,3.43E+02,5.17E+01,1.49E+01,12,3.54E+02,4.22E+01,1.22E+01,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp02,2636_qiu_2022_exp02_assay01,chlortetracycline,antibiotic,0.1,ug/l,150,days,macrophages f1,WBC,1,2636_qiu_2022_fig2a.jpg,3.43E+02,5.17E+01,1.49E+01,12,3.33E+02,3.14E+01,9.07E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp03,2636_qiu_2022_exp03_assay01,chlortetracycline,antibiotic,1,ug/l,150,days,macrophages f1,WBC,1,2636_qiu_2022_fig2a.jpg,3.43E+02,5.17E+01,1.49E+01,12,3.41E+02,5.16E+01,1.49E+01,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp04,2636_qiu_2022_exp04_assay01,chlortetracycline,antibiotic,100,ug/l,150,days,macrophages f1,WBC,1,2636_qiu_2022_fig2a.jpg,3.43E+02,5.17E+01,1.49E+01,12,2.95E+02,3.68E+01,1.06E+01,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp01,2636_qiu_2022_exp01_assay02,chlortetracycline,antibiotic,0.01,ug/l,150,days,neutrophils f1,WBC,1,2636_qiu_2022_fig2abjpg.jpg,6.76E+01,1.15E+01,3.33E+00,12,6.95E+01,2.01E+01,5.81E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp02,2636_qiu_2022_exp02_assay02,chlortetracycline,antibiotic,0.1,ug/l,150,days,neutrophils f1,WBC,1,2636_qiu_2022_fig2abjpg.jpg,6.76E+01,1.15E+01,3.33E+00,12,6.49E+01,2.12E+01,6.11E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp03,2636_qiu_2022_exp03_assay02,chlortetracycline,antibiotic,1,ug/l,150,days,neutrophils f1,WBC,1,2636_qiu_2022_fig2abjpg.jpg,6.76E+01,1.15E+01,3.33E+00,12,6.56E+01,1.45E+01,4.19E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp04,2636_qiu_2022_exp04_assay02,chlortetracycline,antibiotic,10,ug/l,150,days,neutrophils f1,WBC,1,2636_qiu_2022_fig2abjpg.jpg,6.76E+01,1.15E+01,3.33E+00,12,6.70E+01,1.11E+01,3.20E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp05,2636_qiu_2022_exp05_assay02,chlortetracycline,antibiotic,100,ug/l,150,days,neutrophils f1,WBC,1,2636_qiu_2022_fig2abjpg.jpg,6.76E+01,1.15E+01,3.33E+00,12,5.11E+01,1.33E+01,3.84E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp01,2636_qiu_2022_exp01_assay03,chlortetracycline,antibiotic,0.01,ug/l,150,days,macrophages f2,WBC,1,2636_qiu_2022_fig2cjpg.jpg,3.49E+02,6.88E+01,1.99E+01,12,3.52E+02,4.73E+01,1.36E+01,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp02,2636_qiu_2022_exp02_assay03,chlortetracycline,antibiotic,0.1,ug/l,150,days,macrophages f2,WBC,1,2636_qiu_2022_fig2cjpg.jpg,3.49E+02,6.88E+01,1.99E+01,12,3.29E+02,3.58E+01,1.03E+01,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp03,2636_qiu_2022_exp03_assay03,chlortetracycline,antibiotic,1,ug/l,150,days,macrophages f2,WBC,1,2636_qiu_2022_fig2cjpg.jpg,3.49E+02,6.88E+01,1.99E+01,12,3.23E+02,7.63E+01,2.20E+01,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp04,2636_qiu_2022_exp04_assay03,chlortetracycline,antibiotic,10,ug/l,150,days,macrophages f2,WBC,1,2636_qiu_2022_fig2cjpg.jpg,3.49E+02,6.88E+01,1.99E+01,12,3.31E+02,2.27E+01,6.56E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp05,2636_qiu_2022_exp05_assay03,chlortetracycline,antibiotic,100,ug/l,150,days,macrophages f2,WBC,1,2636_qiu_2022_fig2cjpg.jpg,3.49E+02,6.88E+01,1.99E+01,12,3.05E+02,4.18E+01,1.21E+01,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp01,2636_qiu_2022_exp01_assay04,chlortetracycline,antibiotic,0.01,ug/l,150,days,neutrophils f2,WBC,1,2636_qiu_2022_fig2djpg.jpg,6.30E+01,1.19E+01,3.44E+00,12,6.23E+01,1.09E+01,3.13E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp02,2636_qiu_2022_exp02_assay04,chlortetracycline,antibiotic,0.1,ug/l,150,days,neutrophils f2,WBC,1,2636_qiu_2022_fig2djpg.jpg,6.30E+01,1.19E+01,3.44E+00,12,5.92E+01,7.82E+00,2.26E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp03,2636_qiu_2022_exp03_assay04,chlortetracycline,antibiotic,1,ug/l,150,days,neutrophils f2,WBC,1,2636_qiu_2022_fig2djpg.jpg,6.30E+01,1.19E+01,3.44E+00,12,6.13E+01,9.33E+00,2.69E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp04,2636_qiu_2022_exp04_assay04,chlortetracycline,antibiotic,10,ug/l,150,days,neutrophils f2,WBC,1,2636_qiu_2022_fig2djpg.jpg,6.30E+01,1.19E+01,3.44E+00,12,5.64E+01,1.26E+01,3.63E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp05,2636_qiu_2022_exp05_assay04,chlortetracycline,antibiotic,100,ug/l,150,days,neutrophils f2,WBC,1,2636_qiu_2022_fig2djpg.jpg,6.30E+01,1.19E+01,3.44E+00,12,5.67E+01,1.04E+01,3.00E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp01,2636_qiu_2022_exp01_assay05,chlortetracycline,antibiotic,0.01,ug/l,150,days,igm f1,humoral-mediated,1,2636_qiu_2022_fig3c2jpg.jpg,9.87E+01,5.33E+00,1.54E+00,12,9.60E+01,2.13E+01,6.16E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp02,2636_qiu_2022_exp02_assay05,chlortetracycline,antibiotic,0.1,ug/l,150,days,igm f1,humoral-mediated,1,2636_qiu_2022_fig3c2jpg.jpg,9.87E+01,5.33E+00,1.54E+00,12,9.33E+01,1.33E+01,3.85E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp03,2636_qiu_2022_exp03_assay05,chlortetracycline,antibiotic,1,ug/l,150,days,igm f1,humoral-mediated,1,2636_qiu_2022_fig3c2jpg.jpg,9.87E+01,5.33E+00,1.54E+00,12,9.51E+01,1.16E+01,3.34E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp04,2636_qiu_2022_exp04_assay05,chlortetracycline,antibiotic,10,ug/l,150,days,igm f1,humoral-mediated,1,2636_qiu_2022_fig3c2jpg.jpg,9.87E+01,5.33E+00,1.54E+00,12,7.02E+01,3.56E+00,1.03E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp05,2636_qiu_2022_exp05_assay05,chlortetracycline,antibiotic,100,ug/l,150,days,igm f1,humoral-mediated,1,2636_qiu_2022_fig3c2jpg.jpg,9.87E+01,5.33E+00,1.54E+00,12,5.69E+01,1.42E+01,4.11E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp01,2636_qiu_2022_exp01_assay06,chlortetracycline,antibiotic,0.01,ug/l,150,days,protein level lyso f1,humoral-mediated,1,2636_qiu_2022_fig3d3jpg.jpg,1.02E+02,1.00E-02,0.00E+00,12,6.22E+01,4.44E+00,1.28E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp02,2636_qiu_2022_exp02_assay06,chlortetracycline,antibiotic,0.1,ug/l,150,days,protein level lyso f1,humoral-mediated,1,2636_qiu_2022_fig3d3jpg.jpg,1.02E+02,1.00E-02,0.00E+00,12,6.33E+01,1.00E+01,2.89E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp03,2636_qiu_2022_exp03_assay06,chlortetracycline,antibiotic,1,ug/l,150,days,protein level lyso f1,humoral-mediated,1,2636_qiu_2022_fig3d3jpg.jpg,1.02E+02,1.00E-02,0.00E+00,12,8.00E+01,2.78E+01,8.02E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp04,2636_qiu_2022_exp04_assay06,chlortetracycline,antibiotic,10,ug/l,150,days,protein level lyso f1,humoral-mediated,1,2636_qiu_2022_fig3d3jpg.jpg,1.02E+02,1.00E-02,0.00E+00,12,5.11E+01,1.11E+01,3.21E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp05,2636_qiu_2022_exp05_assay06,chlortetracycline,antibiotic,100,ug/l,150,days,protein level lyso f1,humoral-mediated,1,2636_qiu_2022_fig3d3jpg.jpg,1.02E+02,1.00E-02,0.00E+00,12,5.44E+01,7.78E+00,2.25E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp01,2636_qiu_2022_exp01_assay07,chlortetracycline,antibiotic,0.01,ug/l,150,days,igm f2,humoral-mediated,1,2636_qiu_2022_fig3g2jpg.jpg,1.00E+02,7.56E+00,2.18E+00,12,8.07E+01,1.68E+00,4.85E-01,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp02,2636_qiu_2022_exp02_assay07,chlortetracycline,antibiotic,0.1,ug/l,150,days,igm f2,humoral-mediated,1,2636_qiu_2022_fig3g2jpg.jpg,1.00E+02,7.56E+00,2.18E+00,12,1.00E+02,1.09E+01,3.15E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp03,2636_qiu_2022_exp03_assay07,chlortetracycline,antibiotic,1,ug/l,150,days,igm f2,humoral-mediated,1,2636_qiu_2022_fig3g2jpg.jpg,1.00E+02,7.56E+00,2.18E+00,12,8.32E+01,1.26E+01,3.64E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp04,2636_qiu_2022_exp04_assay07,chlortetracycline,antibiotic,10,ug/l,150,days,igm f2,humoral-mediated,1,2636_qiu_2022_fig3g2jpg.jpg,1.00E+02,7.56E+00,2.18E+00,12,1.03E+02,5.88E+00,1.70E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp05,2636_qiu_2022_exp05_assay07,chlortetracycline,antibiotic,100,ug/l,150,days,igm f2,humoral-mediated,1,2636_qiu_2022_fig3g2jpg.jpg,1.00E+02,7.56E+00,2.18E+00,12,5.88E+01,1.34E+01,3.88E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp01,2636_qiu_2022_exp01_assay08,chlortetracycline,antibiotic,0.01,ug/l,150,days,protein level lyso f2,humoral-mediated,1,2636_qiu_2022_fig3h3jpg.jpg,9.94E+01,1.00E-02,0.00E+00,12,8.64E+01,1.66E+01,4.78E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp02,2636_qiu_2022_exp02_assay08,chlortetracycline,antibiotic,0.1,ug/l,150,days,protein level lyso f2,humoral-mediated,1,2636_qiu_2022_fig3h3jpg.jpg,9.94E+01,1.00E-02,0.00E+00,12,9.59E+01,1.66E+01,4.78E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp03,2636_qiu_2022_exp03_assay08,chlortetracycline,antibiotic,1,ug/l,150,days,protein level lyso f2,humoral-mediated,1,2636_qiu_2022_fig3h3jpg.jpg,9.94E+01,1.00E-02,0.00E+00,12,1.12E+02,1.89E+01,5.47E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp04,2636_qiu_2022_exp04_assay08,chlortetracycline,antibiotic,10,ug/l,150,days,protein level lyso f2,humoral-mediated,1,2636_qiu_2022_fig3h3jpg.jpg,9.94E+01,1.00E-02,0.00E+00,12,1.01E+02,1.78E+01,5.12E+00,12
2636_qiu_2022,Antibiotic Chlortetracycline Causes Transgenerational Immunosuppression via NF-?B,10.1021/acs.est.1c07343,Environmental Science and Technology,2022,china,zebrafish,Danio rerio,Cyprinidae,mixed,adult,2636_qiu_2022_exp05,2636_qiu_2022_exp05_assay08,chlortetracycline,antibiotic,100,ug/l,150,days,protein level lyso f2,humoral-mediated,1,2636_qiu_2022_fig3h3jpg.jpg,9.94E+01,1.00E-02,0.00E+00,12,8.64E+01,1.66E+01,4.78E+00,12
2712_Rehberger_2020,"Long-term exposure to low 17?-ethinylestradiol (EE2) concentrations disrupts both the reproductive and the immune system of juvenile rainbow trout, Oncorhynchus mykiss",10.1016/j.envint.2020.105836,Environment International,2020,switzerland,rainbow trout,Oncorhynchus mykiss,Salmonidae,mixed,juvenile,2712_Rehberger_2020_exp01,2712_Rehberger_2020_exp01_assay01,ee2,contraceptive,1.5,ng/l,108,days,il-10 expression,cytokines,1,2712_Rehberger_2020_fig6e.jpg,4.22E-01,4.80E-01,8.00E-02,24,1.15E+00,7.31E-01,1.22E-01,16
2712_Rehberger_2020,"Long-term exposure to low 17?-ethinylestradiol (EE2) concentrations disrupts both the reproductive and the immune system of juvenile rainbow trout, Oncorhynchus mykiss",10.1016/j.envint.2020.105836,Environment International,2020,switzerland,rainbow trout,Oncorhynchus mykiss,Salmonidae,mixed,juvenile,2712_Rehberger_2020_exp02,2712_Rehberger_2020_exp02_assay01,ee2,contraceptive,5.5,ng/l,108,days,il-10 expression,cytokines,1,2712_Rehberger_2020_fig6e.jpg,4.22E-01,4.80E-01,8.00E-02,24,2.21E+00,2.05E+00,3.41E-01,16
2712_Rehberger_2020,"Long-term exposure to low 17?-ethinylestradiol (EE2) concentrations disrupts both the reproductive and the immune system of juvenile rainbow trout, Oncorhynchus mykiss",10.1016/j.envint.2020.105836,Environment International,2020,switzerland,rainbow trout,Oncorhynchus mykiss,Salmonidae,mixed,juvenile,2712_Rehberger_2020_exp01,2712_Rehberger_2020_exp01_assay02,ee2,contraceptive,1.5,ng/l,108,days,il-4,cytokines,1,2712_Rehberger_2020_fig6f.jpg,1.06E+00,3.34E-01,5.57E-02,24,1.13E+00,5.12E-01,8.53E-02,16
2712_Rehberger_2020,"Long-term exposure to low 17?-ethinylestradiol (EE2) concentrations disrupts both the reproductive and the immune system of juvenile rainbow trout, Oncorhynchus mykiss",10.1016/j.envint.2020.105836,Environment International,2020,switzerland,rainbow trout,Oncorhynchus mykiss,Salmonidae,mixed,juvenile,2712_Rehberger_2020_exp02,2712_Rehberger_2020_exp02_assay02,ee2,contraceptive,5.5,ng/l,108,days,il-4,cytokines,1,2712_Rehberger_2020_fig6f.jpg,1.06E+00,3.34E-01,5.57E-02,24,1.25E+00,4.56E-01,7.60E-02,16
2712_Rehberger_2020,"Long-term exposure to low 17?-ethinylestradiol (EE2) concentrations disrupts both the reproductive and the immune system of juvenile rainbow trout, Oncorhynchus mykiss",10.1016/j.envint.2020.105836,Environment International,2020,switzerland,rainbow trout,Oncorhynchus mykiss,Salmonidae,mixed,juvenile,2712_Rehberger_2020_exp01,2712_Rehberger_2020_exp01_assay03,ee2,contraceptive,1.5,ng/l,108,days,c3-3,humoral-mediated,1,2712_Rehberger_2020_fig7a.jpg,1.02E+00,3.34E-01,5.57E-02,24,1.34E+00,5.40E-01,9.00E-02,16
2712_Rehberger_2020,"Long-term exposure to low 17?-ethinylestradiol (EE2) concentrations disrupts both the reproductive and the immune system of juvenile rainbow trout, Oncorhynchus mykiss",10.1016/j.envint.2020.105836,Environment International,2020,switzerland,rainbow trout,Oncorhynchus mykiss,Salmonidae,mixed,juvenile,2712_Rehberger_2020_exp02,2712_Rehberger_2020_exp02_assay03,ee2,contraceptive,5.5,ng/l,108,days,c3-3,humoral-mediated,1,2712_Rehberger_2020_fig7a.jpg,1.02E+00,3.34E-01,5.57E-02,24,9.73E-01,3.21E-01,5.34E-02,16
2745_ribas_2017,Inhibition of immune responses and related proteins in Rhamdia quelen exposed to diclofenac,10.1002/etc.3742,Environmental Toxicology and Chemistry,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,2745_ribas_2017_exp01,2745_ribas_2017_exp01_assay01,diclofenac,anti-inflammatory,0.2,ug/l,14,days,leukocytes male 10^6/ul,WBC,1,2745_ribas_2017_fig1a.jpg,1.11E+02,2.60E+01,8.23E+00,10,5.08E+01,3.36E+01,7.51E+00,20
